author,author_cat
Emmarie Huetteman and Jennifer Steinhauer,2772
Lonely Wolf,5549
Mel Gurtov,6187
Michael M. Grynbaum and Sapna Maheshwari,6329
Hannah Seligson,3408
Alan Blinder and Timothy Williams,347
Kate Zernike and Yamiche Alcindor,5029
Michael Cutler,6259
Ashley Parker and Matthew Rosenberg,978
Randal C. Archibold,7620
Bart Ero,1130
"Zachary Woolfe, Anthony Tommasini, Michael Cooper, Corinna da Fonseca-Wollheim and David Allen",9466
Rukmini Callimachi and Lorenzo Tondo,7992
Raymond Karczewski,7633
lyman alpha blob,9634
Rick,7790
Zoe2010,9481
Anonymous Coward (UID 72071746),879
Daniel Victor and Matt Stevens,2171
"Emily Badger, Quoctrung Bui and Adam Pearce",2731
Apoorva Mandavilli,938
John Stanton,4551
Kehinde Wiley,5092
"James Risen, Sheri Fink and Charlie Savage",4066
Stuart Littlewood,8720
4 Goals For The Neomasculinity Movement During Trump’s First Term,18
Alexander Burns and Nicholas Confessore,441
"RBTH, Alexéi Lossan",7489
You’re Being Fooled: The Problem With ‘Alternative’ News Websites – Collective Evolution,9448
"Manohla Dargis, Wesley Morris and A.O. Scott",5861
Manny Fernandez and Erik Eckholm,5854
Jim Kavanagh,4390
Vigilant Citizen,9261
"Alexander Burns, Maggie Haberman and Jonathan Martin",448
C.J. Hopkins,1434
Mitch Jalandoni,6501
tania de saram,9737
Denis Tarasow,2390
"Michael Barbaro, Maggie Haberman and Alan Rappeport",6241
Tamar Lewin,8846
Benedict Carey and Jan Hoffman,1226
Bill Pennington and Karen Crouse,1279
Michael D. Shear and Jennifer Steinhauer,6267
Michael Shrimpton,6410
Lucy Van Pelt,5600
D. Samuelson,1898
Judge Andrew Napolitano,4721
Michael J. de la Merced and Rachel Abrams,6316
No author,6895
pak alresky,9676
IBU SUMIATUNG,3587
Steve smith,8656
David Howard,2249
Joseph Olson,4691
apoc36,9497
jedi_hamster,9602
SyxPak,8773
Doctor Smith,2435
Jdennis10,4220
Paradoxroutine,7060
SoulOfCeres,8549
greg302,9575
Cymru,1894
Biigs,1272
makaira1985,9640
raymundoko,9693
queenofswords,9691
burdman30ott6,9523
Rebecca Bennett,7637
Ron Smith,7949
Jim,4385
Vic Pittman,9244
obbop,9672
Tim Wobble,9011
Orang kiyani,6972
Prof. Tony Hall,7459
BarbaraMcK42,1088
Richard Behan,7715
Bob Mackenzie,1302
Harry Abrams,3429
antonw,9495
Kai Kieferle,4941
Ludwig Watzal,5601
thecraziesarerunningtheasylum,9744
Meriem Kheira Peillet,6210
bcguy,9506
Tyler Healey,9163
Chauncey Brooks,1687
Professional Human,7460
Justin Sawchuk,4847
billy crazy,9513
nepali hercules,9661
wjfox,9775
Dave Hunt,2198
Karl Simanonok,4986
ELSEVAR,2581
Snowonweb,8531
Hal Walter,3387
Thrishul,8974
Seapost,8364
Brett Macdonald,1355
fundamentaly flawed humanity,9565
John Doe,4494
Jeannette,4224
AnonVoid (Moderator),853
Sara Walters,8243
HazyHotDog,3441
Truthteller,9157
Carole Jones,1592
Ryanmorph,8029
WB,9315
Janet Davenport,4168
sebastien Provencher,9713
Martin,6008
OZbanislam,6921
Mae,5808
Dwdan,2546
Phlox,7398
Texasoutlaw,8892
Jaclyn Smith,3974
David Costa,2222
Robert,7832
Kathy,5055
WakeUpAmericaPlease,9340
Karml,4988
Pleezdeez,7433
bluuder,9515
Richard,7692
John Bentley,4475
Ian,3608
The Man,8916
Josh,4696
Yo Mama,9442
Marietta Peverelli,5902
starmount,9729
Mick,6442
teeling,9739
Kevin,5126
Rod,7927
greenanon,9574
Jesse,4334
jim,9607
james,9600
Darth,2193
AmbrociousXP,579
Lyn Leahz,5621
Morgana Le Fay,6535
PaulTarsuss,7267
ecclesiatical,9554
Enjoykin4,2784
mitch51,9652
Redlist Renegade,7659
Miskondukt,6498
bigE,9512
Ideas Time,3642
patriots.bonfire,9681
Fokofpoes,2984
Phonics Monkey,7401
spure,9726
nwo2012,9669
Tennessee Dan,8882
Man,5846
Busta Myth,1424
JohnSmith2016,4562
Jeffery Pritchett,4234
lucid_ity,9632
Jack Shlitz,3968
JimmyBitch,4414
WhiteDawn,9374
Arcturus,944
El,2666
Danika,2180
Boo,1319
Natalie Thongrit,6654
Proud American,7462
Capt. Quantrill-deplorable SOB,1554
thepoet,9747
Rick Deckard,7792
herbcaen,9582
Stan,8587
ironmansouth,9595
EnemyoftheState,2780
Zzz,9483
ezekiel22,9559
exposethebad,9558
SeekSearchDestory,8365
PhilSilversGhost,7373
hubwolf,9588
Dexy,2410
Luke101,5617
jilliejoel,9606
barryobarma,9504
beersession,9509
czynik,9541
ελευθερία,9784
Mohamed,6516
pedroo,9683
God and Country,3233
Tom Jovanovich,9088
megajess,9649
plumpplumberbalding,9687
Rex Kwon Do  ✓ᵈᵉᵖˡᵒʳᵃᵇˡᵉ,7682
FedUpWithWelfareStates,2950
AARGH63,38
El Slowpoke YO SOY EL N.R.A.!,2668
parum imperium,9679
AnAverageJoe,642
TruthBTold,9155
Cody,1841
chevyman,9528
Anteater,908
Dairy✓ᵀᴿᵁᴹᴾ,1996
Bleikr Sound,1294
Kedzie,5090
NeverSurrender,6714
Hy Feiber,3579
chiefquana,9529
Joe Narly!,4455
Use Logic,9181
Thomas VT05602,8973
Deplorable D (D's Nuts!),2403
"GarryOwen, 4/7th US Cavalry",3106
Room 101,7959
ctwatcher✓ᵛᵉʳᶦᶠᶦᵉᵈ,9538
Liberalism is a Disease,5460
jakespoon,9599
BigR,1271
OlallaNicolasa,6924
rickroland,9701
harry naasz,9578
Pépe the Déplorable,7467
noclist,9666
TennesseeRedDog,8883
Tempus t Fugit,8881
westriversd1,9768
hotcocco,9585
Homeward Bound,3556
Hillary & Obama Murder Inc.,3541
Sane Responder,8235
t172048,9736
AAPI Rex,37
Renewnews,7677
kozikowski The Deplorable,9623
uncommon sense,9757
maggieinWY,9638
o8srvantcync,9670
Julie,4790
James Blythe,4029
TrainYourReplacement,9139
Doctor Who?,2436
Deplorable Donnie G,2404
RBR!,7487
KoJo,5231
Confirmed: DNA From Genetically Modified Crops Can Be Transferred Into Humans Who Eat Them – The Modern Gnostic,1853
Indoor Gardening Made Easy: The Nutritower! – Collective EvolutionGardening Business News UK | Gardening Business News UK,3662
Web Credibility | Site Title,9361
“ Auf der Suche nach Bewusstsein im Gehirn ist wie im Radio nach dem Ansager suchen.“ – – Der Geist der Wahrheit …,9802
Martin Billheimer,6011
T.J. Coles,8777
Pete Dolack,7288
Joyce Nelson,4718
John Laforge,4529
Sam Albert,8183
Ron Jacobs,7942
James Rothenberg,4067
Jonathan H. Martin,4612
Simon Jones,8500
Charles R. Larson,1665
Steve Horn,8646
Gilbert Mercier,3195
Lynne Wycherley,5626
Aidan O'Brien,332
Contributed Daily News Bin Staff,1865
WhiteRefugee,9375
Grady,3244
DLRisVH,1986
Blitzkrieg622,1295
Colonel-Gunter.Brumm,1849
Sisu,8521
Irishcommander,3689
Wayne,9359
jtlowe83,9615
Greenbean,3292
Stuart,8683
N4USA,6560
Waltron,9352
SlickMick,8524
smhz83,9719
MosheShekelRod88,6541
Neo-Pepe,6710
JimMeCricket,4409
CatoCensored,1629
Expressionist,2915
Tyler Haynes,9162
Matibob,6062
Michael DePinto,6297
ConservativeSenior,1862
Dennis Paul Habern,2401
Ann Tenna,799
David,2208
Chris Harper,1737
wideawake1,9771
live in the light,9628
Thomas Moloian,8971
ztech,9781
184 U.S. generals and admirals endorse Trump for Commander-In-Chief — Fellowship of the Minds | kommonsentsjane,11
BeamMeUpScotty,1137
"Hillary Clinton failed to disclose $400,000 in pricey presents, private jets and vacations gifted to Bill — Fellowship of the Minds | kommonsentsjane",3543
"Open Letter to President of the United States of America, Barack Obama - ALADAY LLC",6970
japoa,9601
conflictedhealth,9534
bookooball,9518
bongiornoc,9517
Jake MacAulay,4017
No-Mo-BO,6896
Fearthenut,2948
Center for Self Governance (CSG) Administrative Team,1640
NaturalBoredCitizen,6680
Brandon Ward,1331
Paula Walker,7271
Paul,7156
Paul Kengor,7200
Joseph Puder,4693
Noah Beck,6897
Humberto Fontova,3573
Discover The Networks,2429
About Daniel Greenfield,247
VagyokAkiVagyok,9202
New World Legal Order (UID 41293638),6716
Anonymous Coward (UID 52468729),866
Anonymous Coward (UID 73271180),900
Dumachii,2545
OXI Luisport,6920
Mystical Life,6557
Anonymous Coward (UID 73106589),884
Anonymous Coward (UID 67372355),872
Anonymous Coward (UID 72715850),883
deplorable humbird,9545
Anonymous Coward (UID 72418440),882
Iris Vander Pluym,3688
Ramona,7617
Gary Clevenger,3107
Moron,6536
Bulcha,1421
Jonathan white,4669
Grace,3243
rufo dsouza,9707
The News School,8922
Rakiha geevinda,7611
Gerard Paul Gallon,3178
Tim Pierce,9007
steventexas,9731
Captain Community,1555
German R,3179
Neil D,6693
Daniel Thomas,2165
precious tsinnijinnie,9689
skylynn jones,9718
hivdatingsites,9583
Anna Naumovski,809
William J. Smith,9406
johnston.a,9611
Andrew Schuricht,707
freethinker2016,9563
roger,9703
harry begby,9577
william ketly,9773
william ketley,9772
bab,9503
RK,7520
Glennie,3228
hoa minh truong,9584
Denise Simon,2394
Justin Acuff,4834
David Williams,2349
The Political Edit,8924
Kassia Halcli,4992
Gary Younge,3115
President al-Assad:,7450
Ilan Pappe,3648
Darren Boyle,2192
inserting himself into the   democrat,9594
the autumn of 2016 the   rightist reg,9742
Moon Of Alabama,6533
David M Jackson,2292
Jeremy Scahill,4291
David Knight,2288
James Holbrooks,4047
Jenna McLaughlin,4245
USA Today,9169
BBC,1019
Palm Beach Post,7038
Allen Mendenhall,536
Nicolas J S Davies,6856
Todd Gitlin,9065
Wayne Madsen,9360
Jim Miles,4391
Nika Knight,6867
John Chuckman,4484
Moeen Raoof,6515
alexmark,9492
Clive Maund,1837
John V. Walsh,4554
Eric Peters,2829
Jonathan Newman,4646
Dear Centrists: The Left Has Something to Say Whether You Like It or Not,2362
Marty Townsend,6043
Kay Smythe,5088
Myra Adams,6556
John Feffer,4509
Julia Angwin,4734
Zachary Davies Boren,9464
Kevin Gosztola | Shadowproof,5134
Common Dreams,1850
Middle East Monitor,6445
Nadia Prupis | Common Dreams,6636
Abby Martin,245
Jon Queally | Common Dreams,4587
Jereco Paloma,4279
Foppe,2985
Synoia,8772
pretzelattack,9690
Jeff,4227
Jonathan Landsman,4619
Maia M,5840
johnrussell,9610
Samantha Clove,8218
nickb,9664
MADJEZ,5632
deskpilot,9546
Ron Madden,7944
Robert Franek,7859
Todd - Prepper Website,9064
pac522,9675
KD7ONE,4905
iamc2,9591
Al Bundy,338
AFP EastNews,58
"Kommersant, Pavel Tarasenko, Mikhail Korostikov",5233
"RBTH, Nikolai Shevchenko",7491
"Gazeta.ru, Mikhail Khodarenok",3128
"Phoebe Taplin, special to RBTH",7400
Yekaterina Sinelschikova,9440
"Gazeta.ru, Rustem Falyakhov",3129
The Yardener,8931
Kshatriya Indransha,5250
Ricardo Sanchez,7687
WATCH: My Summer Vacation In Croatia,9314
Bernie Paprika,1256
Aaron Clarey,232
How Effective Are Books On Fitness?,3561
Jonathan Turley,4653
Shaun Bradley,8411
Franklin C. Spinney,3018
Shadowproof,8391
abb,9485
NaturalNews Network,6681
Global Research,3229
TJ Mott,8827
snoofle,9721
Jake Vinson,4020
Anton Ossa,917
JC Teecher,3793
vincent marquette,9760
Charlie Payne,1672
TOPDOG1,8834
Enki Anunnaki,2785
Anon Ymous,851
geneww1938,9569
Isaid Dilligaf,3711
Rebecca Healy,7640
Laert Kolaveri,5315
Rixar13,7811
Albert Wesker,395
John T. Larabell,4553
Margaret,5884
Kanyetyan,4950
Comrade Otis,1851
Sachin Nadev,8151
rooster1957,9704
ACT I,44
Wolfenotes,9420
Infarction,3664
MR,5796
dreamjoehill,9551
Will Harper,9385
lostinnm,9631
Rod Silliphant,7934
Leroy,5420
madrino,9637
Doc Chaos,2433
David Schultz,2311
vallehombre,9758
Jim in Littleton,4407
Bettie,1265
Aer O'Head,326
Bill Sherman,1282
pascalmolineaux,9680
Dale Johnson,2006
cargosquid,9525
JB,3792
Gambler X,3084
Richie C,7789
curriec,9539
A. Maren,29
jim james,9608
Without Malice,9419
KootenayCoyote,5235
basarov,9505
Teapolicy,8876
PlantinMoretus,7432
ari9999,9498
drrichard,9552
Tom,9067
snowjob,9722
kman821,9621
rosemariejackowski,9705
peter kropotkin,9685
vaughn_p,9759
Jodie Evans,4441
Linda,5476
overboosted ✓ᴰᴱᴾᴸᴼᴿᴬᴮᴸᴱ,9674
Gloves B. Donahue,3231
Momotaros,6523
Nomi Prins,6908
Nick Turse,6833
Ron Unz,7952
dylan20,9553
Roger Dooghy,7937
Trump and the Power of Money | The Vineyard of the Saker,9152
James Ludwig,4051
Katherine Frisk,5050
Kadir A. Mohmand,4940
Muhammed Ali Carter,6545
Alice Donovan,503
Rachel Blevins,7568
Ron Thompson,7951
Rich Ledergerber,7691
Deborah L. Sawyer,2366
Lisa Reed,5508
Rich Hultén,7688
Don Anthony Dillon,2504
Rich Knoch,7690
Dottie Langhals,2518
Ronnie Allen,7958
Drew Dickey,2539
Nana Papa Mattos,6641
Rick Payne,7799
Tina Martin,9030
Topher Frankenberg,9134
Nancy Moore,6642
Rhonda Gilmore,7685
Jerry Miller,4319
Dave Sterling,2205
Frank Clayton,3007
Alan Elstob,353
Wanda Freeman Lay,9353
Barry Branscum,1120
Doug Shelp,2522
Margaret Seymour Pope,5889
Amy Bell,592
Lisa Blake Bilinski,5489
Terry Coleman,8888
Pat Cocivera,7067
Larry Gallo,5346
Elbert Kelly Sr,2671
Emmett Edwards,2776
GunsAz,3347
Steve Lewis,8649
Rico Mapster,7808
Bob Wright,1314
Kenan Lott,5115
Brian Bell,1362
Joel Ross Taylor,4468
Craig Ward,1888
Paul Reinhardt,7252
Kimberly Reed Smith,5211
Jon Burbulis,4567
Jo Coffelt,4421
Thomas Faddis,8957
Carol McCoy,1584
Pam Wilkerson Harrod,7044
Shelby Kellin,8423
James Richard Tyrer,4063
Ruby Rowell,7989
Dennis Jackson,2397
Lisa Beach,5488
Bob Menefee,1303
John Doyle,4496
Lamar Havard,5318
Yrag Werdna Xuaedobiht,9449
Harold Hughes,3414
Karin Zakrzewski-Graziano,4984
Birdie Houck,1291
Debbie Bickers,2363
Daniel Pejchl,2127
Nick Denby,6800
Theoline Isaacson,8939
Judy Zwyghuizen,4729
Vincent Taliercio,9277
Carole Roscitto,1593
Dave Lowery,2201
Pat Jorgensen,7070
Robert Siliani,7907
Charles D Kirgan,1653
Betty Johnson,1267
Cheryl Fitzsimmons,1690
Stephanie King,8599
Luke Moseley,5610
Mackie Braden,5806
James Balthis,4026
Jack McLeod,3964
Craig Murphy,1884
Bennie Frazier,1252
Matthew Everett,6121
Rejean Paquette,7669
Judi Shirley,4722
Joan Workman,4424
Old_Logan,6925
Jerome R. Corsi,4316
Raffie,7587
Hitlery_4_Dictator,3552
Countrybunkererd,1880
Shemp 4 Victory,8424
eforce,9555
Heavy,3479
Lynx Dogood,5627
Ignatius,3644
1980XLS,13
floosy,9560
I am a Man I am...,3581
Gen. Ripper,3138
hsun85,9587
pot_and_kettle,9688
Agent P,330
Bollixed,1316
1777,10
Herodotus,3530
ElHombreDeLosCielos,2669
WhollyShiite,9378
AngryNinja,789
bobert727,9516
Jethro,4377
YHC-FTSE,9428
cowdiddly,9535
GoldRulesPaperDrools,3235
Nightjar,6865
gregga777,9576
cognitive dissident,9533
Swamp Yankee,8765
besnook,9511
Jdhank,4221
kliguy38,9620
More Ammo,6534
knukles,9622
PrayingMantis,7448
Consuelo,1864
max2205,9646
SloMoe,8525
Clock Crasher,1838
EmployedMillenial,2777
gatorengineer,9568
E.F. Mutton,2553
American Psycho,584
TheZeitgeist,8937
Trucker Glock,9149
Ecclesia Militans,2616
Rainman,7593
Fred Hayek,3020
BabaLooey,1078
starman,9728
Spifflove,8552
Kaiser Sousa,4944
Rebel yell,7654
Slomotrainwreck,8527
AlexCharting,434
Keltner Channel Surf,5103
Goldbugger,3237
replaceme,9699
Freedumb,3026
major major maj...,9639
beemasters,9508
i&#039;m-confused,9590
REUTERS,7499
THE ASSOCIATED PRESS,8797
PAMELA DRUCKERMAN,6990
DAVID BROOKS,1938
THE EDITORIAL BOARD,8798
PAUL KRUGMAN,7008
WILLIAM NEUMAN,9331
"MANNY FERNANDEZ, ILANA PANICH-LINSMAN and MITCHELL FERMAN",5643
JIM MINICK,3839
PATRICK CHAPPATTE,7004
PETER FRITSCH,7026
JON PARELES,3881
ALAN YUHAS,78
MAGGIE ASTOR,5633
SAM ROBERTS,8037
SIOBHAN BURKE,8090
JEAN RUTTER and DAVID SCULL,3795
NICK CORASANITI,6590
MARC STEIN,5650
LISA LERER,5297
NEIL AMDUR,6575
MARGARET LYONS,5653
THOMAS GIBBONS-NEFF,8810
SCOTT TOBIAS,8059
WILLIAM SHANNON,9333
JOE DRAPE,3850
DECLAN WALSH,1971
STEPHEN CASTLE,8104
JACK NICAS,3747
LAUREL GRAEBER,5271
ALEXIS SOLOSKI,102
GIA KOURLAS,3049
DAVID ALLEN,1934
BEN KENIGSBERG,1032
SEAN L. MCCARTHY,8060
BRIAN TALLERICO,1068
NIRAJ CHOKSHI,6608
MIHIR ZAVERI,5764
JENNIFER SCHUESSLER,3818
ANDY NEWMAN,146
GIOVANNI RUSSONELLO,3056
DAMIEN CAVE,1904
VANESSA FRIEDMAN and JONAH ENGEL BROMWICH,9187
MICHAEL GOLD,5736
CONCEPCIÓN DE LEÓN,1519
MITCH SMITH,5780
SOPAN DEB,8094
WHITSON GORDON,9318
ERNESTO LONDOÑO,2606
NEIL GENZLINGER,6576
DAVE PHILIPPS,1933
ERIN AUBRY KAPLAN,2604
BENJAMIN HOFFMAN,1038
THE LEARNING NETWORK,8799
BRIAN SEIBERT,1066
NATHANIEL POPPER,6572
LINDSAY TALBOT,5289
ALAN RAPPEPORT,73
ELLEN BARRY,2578
ALISHA HARIDASANI GUPTA,110
ROBERTA SMITH,7533
DANIELLE LANG and THEA SEBASTIAN,1921
KENNETH CHANG,4911
THE NEW YORK TIMES,8800
EDMUND LEE,2556
DAMON LINKER,1905
MICHAEL D. SHEAR and JULIE HIRSCHFELD DAVIS,5733
ERIN GRIFFITH,2605
JENNIFER VINEYARD,3821
TIFFANY HSU,8817
VICTOR MATHER,9192
PARUL SEHGAL,6993
PETER LIBBEY,7029
CARL ZIMMER,1453
KIM LYONS,4924
MEKADO MURPHY,5718
MICHAEL TACKETT,5754
JASON HOROWITZ,3782
"MICHAEL S. SCHMIDT, MARK MAZZETTI, MAGGIE HABERMAN and SHARON LaFRANIERE",5752
"SHARON LaFRANIERE, MICHAEL S. SCHMIDT, MAGGIE HABERMAN and DANNY HAKIM",8074
MARTIN SELSOE SORENSEN,5677
ELEANOR STANFORD,2561
JASON FARAGO,3779
ABBY GOODNOUGH and JAN HOFFMAN,42
ERIC ASIMOV,2594
MANOHLA DARGIS,5644
PATRICIA MAZZEI and STEPHANIE SAUL,7001
HILARIE M. SHEETS,3376
TOM VOELK,8832
ROBERT ITO,7526
DAVID D. KIRKPATRICK and BEN HUBBARD,1940
DES SHOE,1977
JONATHAN MARTIN and ALEXANDER BURNS,3889
MONICA CORCORAN HAREL,5789
MARK LANDLER,5669
NATALIE PROULX,6566
SARA ARIDI,8045
MAX FISHER,5707
CEYLAN YEGINSU,1472
JANET LEE,3774
PHILIP GALANES,7031
BRITTNEY COOPER,1071
HENRY J. FARRELL and ABRAHAM L. NEWMAN,3375
KATIE VAN SYCKLE,4900
MOLLY CRABAPPLE,5787
NEIL MacFARQUHAR,6578
CAMPBELL ROBERTSON,1442
WILLIAM J. BROAD,9325
ANDREW KEH,141
ANDREW R. CHOW,142
"MATTHEW GOLDSTEIN, ALEXANDRA STEVENSON and EMILY FLITTER",5697
DAVID LEONHARDT,1952
KATE CONGER and INYOUNG KANG,4874
JAVIER C. HERNÁNDEZ,3787
"DAISUKE WAKABAYASHI, ERIN GRIFFITH, AMIE TSANG and KATE CONGER",1902
Por MARINA FRANCO,7440
MARCELLE SUSSMAN FISCHLER and LISA PREVOST,5652
GLENN KENNY,3058
STEFANOS CHEN,8100
GRAHAM BOWLEY and MURRAY CARPENTER,3066
PETER BAKER,7020
RICHARD SANDOMIR,7516
J. DAVID GOODMAN and EMMA G. FITZSIMMONS,3728
JEAN RUTTER and STEPHEN REISS,3798
DANA GOLDSTEIN and KIRK JOHNSON,1909
SUSAN CHIRA and KATE ZERNIKE,8124
CHRISTINE NEGRONI,1503
ADAM SATARIANO and NICHOLAS CONFESSORE,54
JON CARAMANICA,3877
ANTWAUN SARGENT,163
ALEXANDER BURNS,92
DANIEL McDERMON,1913
MARJORIE INGALL,5666
CRISTIAN FARIAS,1529
LELA MOORE,5279
MELISSA EDDY,5723
GEORGE GENE GUSTINES,3044
PARUL	 SEHGAL,6992
CHRISTINE HAUSER,1501
MARGARET O'MARA,5654
ERIC SCHMITT,2601
ADAM LIPTAK,48
FLORENCE FABRICANT,2930
"ANDY NEWMAN, AZI PAYBARAH and WILLIAM NEUMAN",147
MICHAEL COOPER,5728
BENJAMIN WEISER and EMILY PALMER,1044
AMY HARMON,128
ROBERT W. MERRY,7531
NICK CUMMING-BRUCE,6592
DAVID STREITFELD,1959
MOHAMMED ALI KALFOOD and DECLAN WALSH,5785
NOEL MURRAY,6612
JASON BAILEY,3777
MAGGIE HABERMAN and MICHAEL D. SHEAR,5637
LIZ ROBBINS,5305
CHRISTOPHER F. SCHUETZE,1508
MATTHEW HAAG,5698
CHERYL STRAYED and STEVE ALMOND,1485
MATT FLEGENHEIMER,5684
JONATHON MORGAN and RYAN FOX,3895
PETE SWEENEY,7018
PETE WELLS,7019
FALIH HASSAN and ROD NORDLAND,2924
SARAH LYALL,8048
CARLOTTA GALL,1455
SOPHIE HAIGNEY,8096
THOMAS L. FRIEDMAN,8814
JAVIER CORRALES,3790
CHLOE MALLE,1486
J. KAEL WESTON,3737
"DANNY HAKIM, ALAN BLINDER and MICHAEL WINES",1927
BRIAN SLOAN,1067
THESSALY LA FORCE,8804
ALEXANDRA STEVENSON,101
